delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost
972.0,dhl,cosmetics,scooter,same day,north,cold,260.0,40.51,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,5,1521.53
979.0,dhl,cosmetics,scooter,standard,west,cold,285.6,25.92,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000024,no,delivered,5,1505.76
991.0,dhl,groceries,ev van,standard,central,stormy,49.0,19.46,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,delivered,3,303.38
994.0,dhl,fragile items,bike,standard,south,foggy,137.0,41.82,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,4,810.46
998.0,dhl,fragile items,truck,two day,central,cold,135.9,37.26,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,delivered,3,791.28
1017.0,dhl,documents,van,same day,south,cold,139.1,36.06,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,4,903.68
1030.0,dhl,documents,scooter,two day,east,stormy,203.3,43.13,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000016,no,delivered,5,1145.89
1039.0,dhl,groceries,scooter,same day,north,foggy,157.5,37.1,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,5,998.8
1043.0,dhl,cosmetics,bike,standard,central,stormy,143.8,24.78,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000024,no,delivered,4,793.34
1044.0,dhl,groceries,ev bike,express,north,hot,206.8,7.63,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000006,no,delivered,5,1106.89
1052.0,dhl,electronics,bike,standard,north,cold,166.4,41.62,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,3,956.86
1059.0,dhl,automobile parts,ev bike,two day,east,clear,101.2,3.43,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,delivered,4,516.29
1066.0,dhl,clothing,bike,same day,east,foggy,64.1,48.25,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,3,565.25
1069.0,dhl,pharmacy,bike,standard,east,stormy,95.5,19.84,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,4,537.02
1079.0,dhl,pharmacy,van,express,north,foggy,39.4,39.49,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000002,yes,delayed,2,365.47
1094.0,dhl,pharmacy,van,express,central,stormy,271.7,36.23,1970-01-01 00:00:00.000000013,1970-01-01 00:00:00.000000007,yes,failed,1,1517.19
1100.0,dhl,electronics,truck,standard,east,stormy,76.0,25.53,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,3,456.59
1131.0,dhl,electronics,bike,express,west,rainy,136.6,43.08,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000004,yes,delayed,2,862.24
1138.0,dhl,electronics,scooter,standard,west,cold,243.0,17.72,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,4,1268.16
1142.0,dhl,pharmacy,ev bike,same day,north,hot,147.9,41.09,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,3,962.77
1151.0,dhl,cosmetics,scooter,standard,west,rainy,194.3,45.66,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000024,no,delivered,4,1108.48
1153.0,dhl,electronics,truck,express,south,hot,23.1,23.82,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000002,no,delivered,3,236.96
1159.0,dhl,automobile parts,ev bike,standard,north,cold,248.2,30.84,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,5,1333.52
1160.0,dhl,automobile parts,ev van,two day,west,rainy,201.2,7.63,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000016,no,delivered,5,1028.89
1168.0,dhl,pharmacy,bike,two day,central,foggy,63.6,49.37,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,delivered,5,466.11
1173.0,dhl,furniture,truck,express,west,clear,83.3,30.51,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000003,yes,failed,1,558.03
1176.0,dhl,clothing,ev van,express,north,hot,284.6,31.86,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000007,yes,delayed,3,1568.58
1185.0,dhl,automobile parts,ev bike,same day,north,cold,297.1,49.37,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,3,1632.7206
1191.0,dhl,furniture,ev van,express,west,rainy,183.2,31.86,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000005,yes,delayed,2,1061.58
1220.0,dhl,clothing,van,express,west,stormy,257.8,36.01,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000007,yes,delayed,3,1447.03
1225.0,dhl,automobile parts,bike,two day,central,clear,88.0,25.39,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,delivered,3,516.17
1236.0,dhl,automobile parts,ev van,two day,north,cold,61.9,3.78,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000016,no,delivered,4,320.84
1252.0,dhl,clothing,bike,two day,north,rainy,83.6,2.87,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,4,426.61
1268.0,dhl,furniture,ev bike,same day,west,clear,211.0,33.71,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,4,1256.13
1271.0,dhl,pharmacy,scooter,same day,central,hot,292.7,3.4,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,4,1573.7
1283.0,dhl,fragile items,truck,express,east,foggy,3.6,46.09,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000002,yes,delayed,2,204.27
1285.0,dhl,fragile items,van,standard,north,clear,43.6,25.78,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000024,no,delivered,4,295.34
1293.0,dhl,furniture,scooter,express,central,cold,20.5,4.43,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,no,delivered,4,165.79
1302.0,dhl,cosmetics,ev bike,express,central,rainy,212.9,8.37,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000006,yes,delayed,2,1139.61
1309.0,dhl,documents,ev van,standard,east,stormy,131.7,21.31,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,4,722.43
1312.0,dhl,fragile items,ev bike,standard,north,foggy,83.6,48.95,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,5,564.85
1320.0,dhl,electronics,ev bike,express,north,clear,108.9,16.85,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000004,no,delivered,4,645.05
1330.0,dhl,documents,ev van,same day,central,clear,14.2,41.65,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,delivered,5,295.95
1333.0,dhl,cosmetics,scooter,express,west,rainy,240.8,31.17,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000006,yes,delayed,3,1347.51
1340.0,dhl,documents,truck,standard,west,stormy,148.8,27.92,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000024,no,delivered,4,827.76
1352.0,dhl,clothing,van,standard,east,clear,171.6,37.78,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,3,971.34
1357.0,dhl,documents,van,express,west,stormy,115.9,10.57,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000004,yes,delayed,3,661.21
1360.0,dhl,automobile parts,scooter,standard,west,foggy,202.9,10.85,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000024,no,delivered,5,1047.05
1363.0,dhl,clothing,scooter,same day,central,rainy,173.0,12.85,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000008,yes,failed,1,1003.55
1372.0,dhl,documents,van,express,south,cold,118.5,45.65,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000004,no,delivered,5,779.45
1374.0,dhl,clothing,ev van,two day,east,foggy,177.1,32.53,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,4,983.09
1383.0,dhl,documents,truck,two day,east,rainy,3.6,27.43,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,4,96.29
1385.0,dhl,cosmetics,van,express,north,stormy,91.0,4.5,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000003,yes,failed,1,518.5
1407.0,dhl,cosmetics,van,two day,south,cold,283.0,37.66,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,4,1527.98
1418.0,dhl,furniture,scooter,express,west,rainy,190.4,6.08,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000005,yes,delayed,2,1020.24
1437.0,dhl,groceries,ev van,two day,central,hot,254.1,10.95,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000016,no,delivered,5,1303.35
1444.0,dhl,cosmetics,ev bike,same day,north,stormy,5.9,8.44,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,3,154.82
1468.0,dhl,pharmacy,bike,two day,west,cold,270.0,24.22,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000016,no,delivered,3,1422.66
1478.0,dhl,documents,ev bike,same day,central,foggy,19.7,18.17,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000008,no,delivered,4,253.01
1480.0,dhl,clothing,bike,express,central,cold,198.3,48.77,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000005,yes,delayed,2,1187.81
1485.0,dhl,automobile parts,bike,two day,central,clear,186.2,17.11,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,3,982.33
1495.0,dhl,electronics,bike,standard,south,foggy,262.7,11.2,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,5,1347.1
1496.0,dhl,documents,ev van,two day,central,clear,290.1,16.65,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000016,no,delivered,4,1500.45
1511.0,dhl,electronics,van,standard,west,foggy,153.2,12.36,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000024,no,delivered,5,803.08
1572.0,dhl,pharmacy,truck,same day,central,hot,285.6,24.29,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000008,yes,delayed,2,1600.87
1584.0,dhl,furniture,ev bike,same day,north,hot,248.8,47.82,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,delayed,3,1487.46
1592.0,dhl,documents,ev bike,two day,central,rainy,106.9,13.74,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,3,575.72
1593.0,dhl,fragile items,truck,express,south,clear,72.9,15.45,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000003,no,delivered,4,460.85
1629.0,dhl,furniture,ev van,two day,central,cold,297.1,0.67,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000016,no,delivered,4,1489.48
1635.0,dhl,automobile parts,van,standard,central,rainy,25.6,26.06,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,4,206.18
1647.0,dhl,pharmacy,bike,standard,central,stormy,140.0,46.68,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,3,840.04
1666.0,dhl,furniture,scooter,two day,east,clear,33.5,19.07,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000016,no,delivered,5,224.71
1678.0,dhl,cosmetics,van,two day,south,hot,233.8,37.37,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,3,1281.11
1685.0,dhl,clothing,scooter,express,central,rainy,290.0,27.8,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000007,yes,delayed,2,1583.4
1687.0,dhl,fragile items,ev bike,same day,north,hot,186.6,46.31,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,4,1171.93
1688.0,dhl,electronics,scooter,express,east,clear,79.9,6.71,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000003,yes,failed,1,469.63
1694.0,dhl,fragile items,scooter,express,south,rainy,171.2,4.63,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000005,yes,delayed,2,919.89
1699.0,dhl,automobile parts,van,two day,south,cold,297.1,14.86,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,4,1541.08
1711.0,dhl,clothing,bike,same day,central,foggy,87.9,2.17,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,5,546.01
1718.0,dhl,groceries,scooter,standard,central,foggy,221.2,27.72,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,4,1189.16
1719.0,dhl,groceries,van,express,west,stormy,69.9,34.36,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000003,yes,delayed,2,502.58
1729.0,dhl,furniture,van,same day,central,clear,170.6,42.4,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,3,1080.2
1741.0,dhl,pharmacy,ev van,express,north,cold,165.2,33.96,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000005,no,delivered,5,977.88
1748.0,dhl,cosmetics,ev van,express,central,hot,200.1,38.39,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000006,yes,delayed,2,1165.67
1754.0,dhl,clothing,ev van,two day,south,clear,118.4,25.02,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,delivered,5,667.06
1757.0,dhl,clothing,truck,two day,south,foggy,240.6,44.07,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,4,1335.21
